id;settings;time;results 
0;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/acath_partition_0", "test-file": "test/acath_partition_0", "core-file": "acath"};49.015682220459;[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_age'] > 55,[lambda x: x['num_choleste'] > 185,[None],[None]],[None]],[None]] 
1;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/acath_partition_1", "test-file": "test/acath_partition_1", "core-file": "acath"};3.24454414844513;[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_age'] > 55,[lambda x: x['num_choleste'] > 236,[None],[None]],[None]],[None]] 
2;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/acath_partition_2", "test-file": "test/acath_partition_2", "core-file": "acath"};41.6969940662384;[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_age'] > 55,[None],[None]],[None]] 
3;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/acath_partition_3", "test-file": "test/acath_partition_3", "core-file": "acath"};41.4009900093079;[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_age'] > 55,[lambda x: x['num_choleste'] > 240,[None],[None]],[None]],[None]] 
4;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/acath_partition_4", "test-file": "test/acath_partition_4", "core-file": "acath"};41.6340169906616;[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_age'] > 54,[None],[None]],[None]] 
5;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/Aids2_partition_0", "test-file": "test/Aids2_partition_0", "core-file": "Aids2"};2.58258768320084;[lambda x: x['num_age'] > 49,[lambda x: x['fac_T_categ'] == 'id',[lambda x: x['fac_T_categ'] == 'het',[None],[None]],[None]],[None]] 
6;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/Aids2_partition_1", "test-file": "test/Aids2_partition_1", "core-file": "Aids2"};2.50595860083898;[lambda x: x['num_age'] > 49,[lambda x: x['fac_T_categ'] == 'het',[lambda x: x['fac_T_categ'] == 'blood',[None],[None]],[None]],[None]] 
7;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/Aids2_partition_2", "test-file": "test/Aids2_partition_2", "core-file": "Aids2"};2.51969131628672;[lambda x: x['num_age'] > 49,[lambda x: x['fac_T_categ'] == 'het',[None],[None]],[None]] 
8;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/Aids2_partition_3", "test-file": "test/Aids2_partition_3", "core-file": "Aids2"};2.61703060070674;[lambda x: x['num_age'] > 55,[lambda x: x['fac_T_categ'] == 'het',[lambda x: x['fac_T_categ'] == 'id',[None],[None]],[None]],[None]] 
9;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/Aids2_partition_4", "test-file": "test/Aids2_partition_4", "core-file": "Aids2"};2.52934943437576;[lambda x: x['num_age'] > 49,[lambda x: x['fac_T_categ'] == 'het',[None],[None]],[None]] 
10;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/csl_partition_0", "test-file": "test/csl_partition_0", "core-file": "csl"};1.12883740266164;[lambda x: x['num_prot'] > 55,[lambda x: x['num_prot'] > 22,[None],[None]],[lambda x: x['num_age'] > 3,[lambda x: x['num_prot'] > 72,[None],[None]],[lambda x: x['num_prot'] > 71,[None],[None]]]] 
11;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/csl_partition_1", "test-file": "test/csl_partition_1", "core-file": "csl"};59.3799848556519;[lambda x: x['num_prot'] > 47,[lambda x: x['num_prot'] > 30,[None],[lambda x: x['num_prot_prev'] > 51,[None],[None]]],[lambda x: x['num_age'] > 2,[lambda x: x['num_prot'] > 66,[None],[None]],[lambda x: x['num_prot'] > 71,[None],[None]]]] 
12;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/csl_partition_2", "test-file": "test/csl_partition_2", "core-file": "csl"};1.05781743129094;[lambda x: x['num_prot'] > 48,[None],[lambda x: x['num_prot'] > 71,[None],[lambda x: x['num_age'] > 11,[None],[None]]]] 
13;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/csl_partition_3", "test-file": "test/csl_partition_3", "core-file": "csl"};59.2630269527435;[lambda x: x['num_prot'] > 47,[None],[lambda x: x['num_prot'] > 71,[lambda x: x['num_age'] > 2,[None],[None]],[lambda x: x['num_age'] > -1,[None],[None]]]] 
14;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "train/csl_partition_4", "test-file": "test/csl_partition_4", "core-file": "csl"};1.05851978460948;[lambda x: x['num_prot'] > 48,[lambda x: x['num_prot'] > 32,[lambda x: x['num_age'] > -3,[None],[None]],[None]],[lambda x: x['num_prot'] > 71,[lambda x: x['num_age'] > 2,[None],[None]],[lambda x: x['num_age'] > 2,[None],[None]]]] 
