id;settings;time;tree
0;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/acath_partition_0', 'test-file': 'test/acath_partition_0', 'core-file': 'acath'};1.553;[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_age'] > 55.0,[1.356392],[0.976851]],[0.593809]]
1;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/acath_partition_1', 'test-file': 'test/acath_partition_1', 'core-file': 'acath'};1.493;[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_age'] > 45.0,[lambda x: x['num_choleste'] > 196.0,[1.062646],[1.779906]],[lambda x: x['num_age'] > 55.0,[1.263682],[0.976809]]],[lambda x: x['num_age'] > 55.0,[lambda x: x['num_choleste'] > 230.0,[0.333495],[0.913774]],[lambda x: x['num_choleste'] > 160.0,[1.797881],[0.512998]]]]
2;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/acath_partition_2', 'test-file': 'test/acath_partition_2', 'core-file': 'acath'};1.495;[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_age'] > 55.0,[1.406228],[0.930215]],[lambda x: x['num_choleste'] > 243.0,[0.453789],[0.742096]]]
3;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/acath_partition_3', 'test-file': 'test/acath_partition_3', 'core-file': 'acath'};1.553;[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_age'] > 50.0,[lambda x: x['num_choleste'] > 243.0,[1.236171],[1.800812]],[lambda x: x['num_age'] > 55.0,[1.302942],[0.934939]]],[lambda x: x['num_age'] > 52.0,[lambda x: x['num_choleste'] > 230.0,[0.368441],[1.064246]],[0.587708]]]
4;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/acath_partition_4', 'test-file': 'test/acath_partition_4', 'core-file': 'acath'};1.509;[lambda x: x['num_age'] > 55.0,[lambda x: x['fac_sex'] == 'F',[1.357931],[lambda x: x['num_choleste'] > 230.0,[0.371899],[0.963776]]],[lambda x: x['fac_sex'] == 'F',[0.945805],[lambda x: x['num_choleste'] > 160.0,[2.700373],[0.498188]]]]
5;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/Aids2_partition_0', 'test-file': 'test/Aids2_partition_0', 'core-file': 'Aids2'};1.786;[lambda x: x['num_age'] > 55.5,[0.967229],[1.962142]]
6;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/Aids2_partition_1', 'test-file': 'test/Aids2_partition_1', 'core-file': 'Aids2'};1.819;[lambda x: x['fac_T_categ'] == 'blood',[lambda x: x['num_age'] > 47.0,[0.938489],[1.352213]],[lambda x: x['fac_state'] == 'QLD',[1.44686],[7.07043]]]
7;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/Aids2_partition_2', 'test-file': 'test/Aids2_partition_2', 'core-file': 'Aids2'};1.777;[1.0]
8;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/Aids2_partition_3', 'test-file': 'test/Aids2_partition_3', 'core-file': 'Aids2'};1.739;[lambda x: x['fac_sex'] == 'F',[lambda x: x['num_age'] > 55.5,[0.9831],[1.791403]],[lambda x: x['fac_T_categ'] == 'blood',[0.366725],[2.38744]]]
9;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/Aids2_partition_4', 'test-file': 'test/Aids2_partition_4', 'core-file': 'Aids2'};1.841;[lambda x: x['num_age'] > 55.5,[lambda x: x['fac_T_categ'] == 'het',[0.979317],[0.371258]],[1.959512]]
